ID_author_1,ID_author_2,scopus_id_collaborations
5,218,"84954239577,85036528419"
231,337,84952793062
5,337,84952793062
4,337,84952793062
338,339,84945162319
52,338,84945162319
4,338,84945162319
1,338,84945162319
52,339,84945162319
4,339,84945162319
1,339,"84945162319,85065224422,85096550513,85087084991"
27,74,"84938783864,85011900732,85030226046,85040634650"
96,340,85056522249
256,340,85056522249
54,340,85056522249
96,256,"85056522249,85039768667"
312,341,"85029672015,85046780816,85062494643,85063075506,85129760492,85143404154,85047404332,85107720474,85102579408"
59,341,"85029672015,85046780816,85062494643,85063075506,85121656157,85120808369,85090461323,85103021790,85136598396,85132765469,85129760492,85109404044,85143404154,85047404332,85107720474,85102579408"
54,341,"85029672015,85046780816,85062494643,85063075506,85121656157,85120808369,85090461323,85103021790,85140481897,85136598396,85132765469,85129760492,85109404044,85143404154"
167,341,"85029672015,85046780816,85062494643,85063075506,85047404332,85102579408"
284,342,"85031824191,85031894403,85072018495,85059665030,85055997731,85076676368,85074047817,85079914779,85139296637"
39,342,"85031824191,85031894403,85074860540,85076676368,85079914779,85139296637,85120441710"
38,342,"85031824191,85031894403,85072018495,85074860540,85059665030,85055997731,85076676368,85074047817,85079914779,85139296637"
210,342,"85031824191,85031894403,85072018495,85074860540,85059665030,85055997731,85076676368,85074047817,85079914779,85139296637,85091230996,85120441710"
208,268,"85027453939,85049435144,85054180023,85041865449,85041072065,85060500796,85086931735,85085970337,85087692774,85103565071,85102876600,85100876757,85106507796,85102886262"
275,334,85035010803
224,334,"85035010803,84856843588,82155179275"
79,326,"85018347705,85042353328,85021212618,84987687497,85052908776"
224,343,"85020476318,85046692379,85068439987,85060008684"
225,343,"85020476318,85046692379,85068439987,85060008684,85087008421"
157,300,"85032926086,85064206171"
176,300,"85032926086,85032914413"
3,344,"85021760353,85073695877,85075037177,84988712308,85051783440,85038379618,85140416204,84865471054,84861001802"
3,270,"85021760353,85049783762,85042728544,85027166038,85051783440"
270,344,"85021760353,85051783440"
1,344,"85021760353,85073695877,85072208009,85104020002,85120422591,84861001802"
4,344,"85021760353,85073695877,85067032804,85053839201,85072208009"
320,345,85021082457
270,345,85021082457
2,345,85021082457
5,345,85021082457
4,345,85021082457
65,146,"85030449397,85046689407,85075839580,85063740775,85084927147,85076494102,85091036570,85121112302,85109314266,85076454822"
65,93,85030449397
93,146,85030449397
215,274,85018508875
210,274,85018508875
224,346,"85028084414,85050634585,85049499008,85106893628"
225,346,"85028084414,85050634585,85055627760,85049499008,85044111692,85061134827,85082738007,85111076815,85106893628,85105508888,85144168266"
237,347,85020790225
237,348,85020790225
347,348,85020790225
231,347,85020790225
5,347,85020790225
4,347,85020790225
231,348,"85020790225,85021140091,85049900473,85045054218,85067190102,85062512205,85061959327,85058944368,85053847299,85052612142,85083438973,85090712506,85079694889,85080879686,85077789595,85113166705,85109154871,85104305768,85105317705,85103214129,85091161988,85099822466"
5,348,"85020790225,85018379106,85021140091,85049900473,85045054218,85067190102,85062512205,85061959327,85058944368,85053847299,85052612142,85083438973,85090712506,85079694889,85080879686,85077789595,85113166705,85109154871,85104305768,85105317705,85103214129,85091161988,85099822466"
4,348,"85020790225,85018379106,85021140091,85049900473,85045054218,85067190102,85062512205,85061959327,85058944368,85053847299,85052612142,85083438973,85090712506,85079694889,85080879686,85077789595,85113155682,85113166705,85109154871,85104305768,85105317705,85103214129,85091161988,85099822466"
210,242,"85021151094,84888412701,84856347271,84858441574"
210,236,"85021151094,85071501447,85059665030,85077524326,85109424241,85096986919,85141863955,85140287731,85135773336,85121436185,85123681126"
80,349,"85018954468,84876220507,60449085879,37249077856,33947322684,33750179347,80053344728"
349,350,"85018954468,80053365849"
80,350,"85018954468,84867033837,85030264322"
35,69,85021354413
226,351,"85018488048,85092671844,85107004800,85088532570,85099979887,85130615991,85125640805,85134156399,85143867424,67049115851,34247230933,33748939412,33646383858,12444330974,0344585011,85072469871,85072462794,85072434852"
259,351,"85018488048,84929326470,84930613844"
250,348,85018379106
269,348,85018379106
250,269,"85018379106,85018744565,85043391389,85069643799,85077325150,85076570603,85077302620,85070490755,85120337378"
1,231,"85025699383,84881304377,84873809546,79960972279,80955180128,79955585050"
1,237,85025699383
265,297,85013379995
2,297,"85013379995,85026751235,85043989464,85028946951,85065438592,85060203203,85075419353,85084070301,85087971095,85077656929,85072703238,85103657459,85100676551,85101397734,85096366925,85090732114,85114187854,85041842310,85076507035"
74,77,"85011900732,85030226046,85040634650"
38,352,"84984831695,85016017139,85064621675,84949116808,84903647608,84891600551,84888412701,84872322631,82755186454,79961013523,78951476829,67649210829"
249,353,84975127107
231,353,84975127107
5,353,84975127107
4,353,84975127107
230,316,85007273829
320,354,85008656587
270,354,85008656587
2,354,85008656587
5,354,85008656587
4,354,85008656587
229,262,"85026751235,85028946951,84856141936"
229,297,"85026751235,85028946951"
2,229,"85026751235,85028946951,53849105471"
262,297,"85026751235,85028946951,85041842310"
2,262,"85026751235,85028946951,77955295529,79960929608,85041842310"
284,355,85021821528
39,355,85021821528
38,355,85021821528
210,355,85021821528
356,357,"85021759524,85053121792,85053839201,85072208009,85075037177,85059811767,85128038841"
5,356,"85021759524,85053121792,85075037177"
344,356,"85021759524,85053121792,85067032804,85053839201,85072208009,85075037177,84924709516,85038379618,85128038841"
5,357,"85021759524,85053121792,85075037177"
344,357,"85021759524,85053121792,85053839201,85072208009,85075037177,85140416204,85120422591,0142028951,85128038841,80053512340"
5,344,"85021759524,85053121792,85073695877,85075037177,0001569523,0040884289,0348224004,6044278227,0000070979"
348,358,85021140091
231,358,85021140091
5,358,85021140091
4,358,85021140091
237,359,"85016450954,85042108935,85032954683,85032926298,85070867493,85060543795,85088987101,85083001801,85078223719,85073701674,85110369107,85119591503,85113941828,85104092320,85096819526,85098482755,85139052090,85135840063,85128637860,85121281001"
231,359,"85016450954,85042108935,85032954683,85032926298,85070867493,85060543795,85088987101,85083001801,85078223719,85073701674,85111922766,85110369107,85119591503,85113941828,85104092320,85096819526,85098482755,85139052090,85135840063,85131051326,85128637860,85121281001,85139028982,84874626984,84873809546,79960972279,80955180128,79955585050"
4,359,"85016450954,85042108935,85032954683,85032926298,85070867493,85064431788,85060543795,85088987101,85083001801,85078223719,85073701674,85111922766,85110369107,85119591503,85113941828,85104092320,85096819526,85098482755,85139052090,85135840063,85131051326,85128637860,84876335359,84874626984,84873809546,84858339091,84857032567,84855706385,84916601122,79961029341,79960972279,80955180128,79955585050"
273,352,85016017139
37,360,85015439458
38,360,85015439458
39,360,85015439458
3,361,"85014822756,85045066719,85035338177,85067419957,85066159907,85057539373,85054173801,85090708953,85092145384,84985041059"
4,361,"85014822756,85045066719,85035338177,85067419957,85066159907,85057539373,85054173801,85090708953,85092145384,84985041059"
5,361,"85014822756,85045066719,85035338177,85067419957,85066159907,85057539373,85054173801,85090708953,85092145384,84985041059"
226,362,"85014600431,85008698279,85006021646,85044153202,85046773303,85044102446,85043449888,85063333194,85060163003,85107970523"
226,363,"85014600431,85044102446,85083345207,85117111438,85113875299,85124318781,85121964398"
233,362,"85014600431,85044153202,85044102446"
233,363,"85014600431,85044102446,85083345207,85117111438,85113875299,85121964398"
362,363,"85014600431,85044102446"
265,364,85013005046
266,364,85013005046
5,364,85013005046
4,364,85013005046
2,364,85013005046
268,299,"85009818546,85041865449,85072568187,85100876757"
362,365,"85008698279,85046773303"
226,365,"85008698279,85046773303,48049085447,36049040723,34247154878"
4,366,"85008440764,85061585470,85056881830,85043308722,85079642147,85100015592,85141743722,85139869514,85132227656,85127001694,85127267378,85115106548,84904054208,84901619269,84898743038,84896282448,84892487153,84880964101,84880401220"
226,367,"85006021646,85048345909,85083345207,85117111438,85113875299,85124318781,85121964398,85074372199"
258,362,"85006021646,85044153202"
258,367,"85006021646,85048345909,85124318781,85074372199,85067783078,85126674392"
362,367,85006021646
229,368,"84992554697,84992217089,85137085040,85124819341,85134611929"
227,368,"84992554697,84992217089"
228,368,"84992554697,84992217089"
231,368,"84992554697,84992217089,85049301360,85047496072,85046849777,85052387585,85084811418,85082739449,85082851130,85137085040,85138024780,85130739263,85124819341,85134611929,85115794347"
5,368,"84992554697,84992217089,85049301360,85047496072,85046849777,85052387585,85084811418,85082739449,85082851130,85115794347"
232,368,"84992554697,84992217089,85137085040,85124819341,85134611929"
4,368,"84992554697,84992217089,85049301360,85047496072,85046849777,85052387585,85084811418,85082739449,85082851130,85137085040,85138024780,85130739263,85124819341,85134611929,85115794347"
276,369,"85054102907,85045562040"
5,369,"85054102907,85045562040"
1,369,"85054102907,85045562040"
4,369,"85054102907,85045562040"
268,370,"85049435144,85041072065"
38,370,"85049435144,85041072065"
39,370,"85049435144,85041072065"
208,370,"85049435144,85041072065"
90,92,"85058466417,85109670584"
91,92,"85058466417,85109670584"
15,92,"85058466417,85135140820"
24,92,85058466417
15,90,85058466417
25,90,85058466417
15,91,85058466417
25,91,85058466417
24,91,85058466417
15,24,85058466417
24,25,"85058466417,85051723785"
268,371,85054180023
38,371,85054180023
208,371,85054180023
39,371,85054180023
3,372,"85053199113,85039974799,85067839665,85072705357,85072685873,85025696658"
1,372,"85053199113,85039974799,85067839665,85072705357,85072685873,85025696658"
4,372,"85053199113,85039974799,85067839665,85072705357,85072685873"
5,372,"85053199113,85039974799,85067839665,85072705357,85072685873"
226,373,"85044153202,85043449888,85060163003,85083633406,85102017327,85104026730,85077474382,85144067254,84855959343"
233,258,"85044153202,85087944359,85102017327,84982851784,85065250229,85066744516,85086088432,85103406138,85126674392,85120607529,85128039135"
258,373,"85044153202,85102017327,85066744516,85103406138,85128039135"
233,259,"85044153202,85102017327,85066744516,85089916303,85126674392,85128039135"
233,373,"85044153202,85083633406,85102017327,85104026730,84855959343,85073215042,85066744516,85089916303,85103406138,85140310089,85128039135"
259,373,"85044153202,85043449888,85102017327,85066744516,85089916303,85128039135"
259,362,"85044153202,85043449888,85063333194"
362,373,"85044153202,85043449888,85060163003"
66,146,"85046689407,85075839580,85063740775,85084927147,85076494102,85091036570,85121112302,85109314266,85076454822"
250,368,"85049301360,85047496072,85046849777,85052387585,85084811418,85082739449,85082851130,85115794347"
224,374,"85053595614,85047549078,85048628927,85027493718,85073490805,85087965182,85091350136,85144068822"
225,374,"85053595614,85047549078,85048628927,85027493718,85073490805,85087965182,85091350136,85144068822"
3,320,"85049783762,85042728544,85027166038"
2,368,"85047496072,85046849777,85084811418,85082739449,85082851130,85115794347"
2,250,"85047496072,85046849777,85084811418,85082739449,85082851130,85115794347,77953282312"
2,231,"85047496072,85070867493,85046849777,85084811418,85082739449,85082851130,85103415531,85132784394,85137747000,85125931655,85121260493,85115794347,40749145168,40749083849,44449121857,44449119014,34248174324,33846984307,33846200347,33749590348,33748692762,33747219487,33746108113,33744546676,34248583877,33644747724,34248586850,27944439371,25144443639,21744444935,3242733808,4944220435,1942421124,84887937249"
85,375,"85053669700,85061311958"
20,85,"85053669700,84879674020,78149370574,85061311958,84944054715,74549207586,73449099966,85074713168,85073621589,85112730187,85048130987,72949096984"
20,375,"85053669700,85061311958"
66,375,"85053669700,85061311958"
6,375,"85053669700,85084162706,85061311958"
20,66,"85053669700,85102270958,85130382383,85061311958,85048130987"
39,376,"85049572197,85074860540"
39,377,"85049572197,84891600551"
376,377,85049572197
38,376,"85049572197,85074860540"
38,377,"85049572197,84891600551"
237,378,"85032190201,85039452562,85037651896"
231,378,"85032190201,85039452562,85037651896,85125931655"
4,378,"85032190201,85039452562,85037651896,85115606532,85127829942,85128288692,85125931655"
