ID_author_1,ID_author_2,scopus_id_collaborations
815,1410,"85032816579,84883003005,85018257318,85014690337,84985930054,84869020806"
816,1409,"85032816579,85007003432,85018257318,85014690337"
816,1410,"85032816579,84883003005,84959309475,84959263942,85018257318,85014690337,84985930054,84928974681,84869020806"
767,1409,"85032816579,85007003432,85018257318,85014690337"
767,1410,"85032816579,84883003005,84959309475,84959263942,85018257318,85014690337,84985930054,84928974681,84869020806"
1409,1410,"85032816579,85018257318,85014690337"
513,1411,85060520231
352,513,"85060520231,85129535234"
352,1411,85060520231
236,1411,85060520231
236,352,85060520231
1209,1327,"85059140431,85076949361,85075723262"
335,1209,"85059140431,85076949361,85075723262,85113156084,85103328920"
1209,1412,"85059140431,85076949361"
230,1327,"85059140431,85076949361,85075723262,84906219025"
1327,1412,"85059140431,85076949361"
230,1412,"85059140431,85076949361,85097733949,33845409789"
335,1412,"85059140431,85076949361"
232,1412,"85059140431,85076949361,85097733949,85123986408,33845409789"
847,1413,85055128980
585,1413,85055128980
247,1414,85053203401
450,1414,85053203401
992,1116,85058058284
1225,1348,85057621204
240,798,85027698633
222,240,85027698633
240,529,"85027698633,85092119118,85137551181,85134597803,85126892214,85138051433,85122449638"
240,530,"85027698633,85092119118,85126892214,85138051433,85122449638"
40,1415,85058227793
981,1119,"85059618701,85085741301,84879486533,84862136311,79952264361,77955168767,35649012763,34548184997,33947415194,33748715008,33644650816,23244465323,1042288178,0742288619,17444410530,0037037521,33748501494,37049072541"
1398,1416,85129977781
40,1416,85129977781
1001,1417,"85077749387,85093107800,85089796298,85106277126,85061544848,85094916402,85126461301"
1001,1418,"85077749387,85093107800,85089796298,85106277126,85094916402,85126461301"
534,1417,"85077749387,85093107800,85089796298,85106277126,85061544848,85094916402,85126461301"
534,1418,"85077749387,85093107800,85089796298,85106277126,85094916402,85126461301"
1417,1418,"85077749387,85093107800,85089796298,85106277126,85094916402,85126461301"
1134,1149,"85076827357,85090260894,85126350615,85137561195,85134600693"
427,1419,85076590526
428,1419,85076590526
1149,1420,85074532555
16,1420,85074532555
1090,1184,85073555054
1165,1267,85069782900
495,1087,"85069443000,85121027849"
1022,1267,"85069164670,85092283348"
1009,1421,85068204294
1183,1421,85068204294
494,1421,85068204294
745,1422,85067572130
1026,1422,85067572130
373,676,"85065995634,84880124496,84879063867,84870311544"
373,1142,85065995634
1423,1424,"85065120871,85054864464,85090044349,85107223842,85105675829,85102122060"
1314,1423,85065120871
1423,1425,"85065120871,85107223842"
1379,1423,"85065120871,85107223842"
1423,1426,"85065120871,85054864464,85090044349,85107223842,85105675829,85102122060"
1345,1423,"85065120871,85090044349,85107223842"
70,1423,"85065120871,85107223842"
1314,1424,85065120871
1424,1425,"85065120871,85107223842"
1379,1424,"85065120871,85107223842"
1424,1426,"85065120871,85054864464,85090044349,85107223842,85105675829,85102122060"
1345,1424,"85065120871,85090044349,85107223842"
70,1424,"85065120871,85107223842"
1314,1425,85065120871
1314,1379,85065120871
1314,1426,85065120871
1379,1425,"85065120871,85107223842"
1425,1426,"85065120871,85107223842"
1345,1425,"85065120871,85107223842"
70,1425,"85065120871,85107223842"
1379,1426,"85065120871,85107223842"
1345,1379,"85065120871,85107223842"
70,1379,"85065120871,85107223842"
1345,1426,"85065120871,85090044349,85107223842"
70,1426,"85065120871,85107223842"
1023,1344,85063535929
1035,1427,"85062367560,85093706243"
1187,1427,"85062367560,85093706243"
698,1427,"85062367560,85093706243"
995,1427,"85062367560,85093706243"
1057,1428,85060180590
1059,1428,"85060180590,85107832568,85100724644"
1060,1428,"85060180590,85100724644"
714,1428,"85060180590,85107832568,85100724644"
93,134,85059832417
49,134,"85059832417,85071675014"
382,1429,85059659945
382,1430,85059659945
382,1431,85059659945
902,1429,85059659945
902,1430,85059659945
902,1431,85059659945
1429,1430,85059659945
1429,1431,85059659945
1430,1431,85059659945
1222,1432,85054864464
1222,1426,"85054864464,85090044349,85105675829,85102122060"
1222,1424,"85054864464,85090044349,85105675829,85102122060"
1222,1423,"85054864464,85090044349,85090250597,85086641119,85120438682,85105675829,85102122060,85141711096"
1223,1432,85054864464
1426,1432,85054864464
1424,1432,85054864464
596,1432,85054864464
278,1432,85054864464
1423,1432,85054864464
1223,1426,85054864464
1223,1424,85054864464
1223,1423,85054864464
596,1426,85054864464
278,1426,"85054864464,85090044349,85105675829,85102122060"
596,1424,85054864464
278,1424,"85054864464,85090044349,85105675829,85102122060"
596,1423,"85054864464,85141711096"
278,1423,"85054864464,85096032297,85106439530,85090044349,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85105675829,85102122060,85140316454,85141711096"
1433,1434,85054197418
660,1433,85054197418
948,1433,85054197418
1433,1435,85054197418
947,1433,85054197418
1168,1433,85054197418
660,1434,85054197418
948,1434,85054197418
1434,1435,85054197418
947,1434,85054197418
1168,1434,85054197418
660,1435,85054197418
948,1435,85054197418
947,1435,85054197418
1168,1435,85054197418
1436,1437,85051496163
1117,1436,85051496163
676,1436,85051496163
1250,1436,85051496163
1117,1437,"85051496163,85133329399"
676,1437,85051496163
1250,1437,85051496163
1117,1250,85051496163
676,1250,85051496163
1033,1124,"85091767547,85088499251,85102606888,85140367516"
236,328,"85088276129,85110295846,85090958250,85135773336"
215,328,"85088276129,85091230996,85110295846,85090958250,85135773336,85127171562,85113606504"
45,973,"85097183764,85086268884,84959290704,85079837443"
240,403,"85092119118,85138051433,85122449638"
240,1438,"85092119118,85134597803,85126892214,85138051433,85122449638"
403,1438,"85092119118,85138051433,85122449638"
530,1438,"85092119118,85135081902,85126892214,85138051433,85122449638"
529,1438,"85092119118,85135081902,85134597803,85126892214,85138051433,85122449638"
215,342,85091230996
208,342,"85091230996,85120441710"
328,342,85091230996
210,328,"85091230996,85135773336"
1383,1391,"85089465623,85124016198"
1391,1439,"85089465623,85138461919,85124016198"
1383,1439,"85089465623,85124016198"
463,1439,"85089465623,85084360137,85138461919,85124016198,85117178856"
292,1440,85087907278
215,292,85087907278
210,1440,"85087907278,85117564045"
215,1440,"85087907278,85117564045,85103108884"
39,1440,"85087907278,85117564045,85103565071,85103108884"
810,1441,"85087486203,85102404683,85079093804"
813,1441,"85087486203,85079093804"
1441,1442,85087486203
762,1441,"85087486203,85102404683,85079093804"
810,1442,85087486203
813,1442,85087486203
762,1442,"85087486203,84898805509,84873163477"
542,1121,85097165977
812,1207,85096129635
812,1443,85096129635
545,812,85096129635
762,1207,85096129635
762,1443,85096129635
545,762,85096129635
1207,1443,"85096129635,85118894539,85107455510,85133064266"
545,1443,"85096129635,85096583040,85118894539,85107455510,85125011973,85133064266"
278,1444,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
278,1445,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85140316454"
1423,1444,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1403,1423,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85141711096"
1423,1445,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85140316454"
1228,1423,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85105675829,85102122060,85140316454"
1403,1444,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1444,1445,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1228,1444,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1403,1445,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1228,1403,"85096032297,85106439530,85091160182,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974"
1228,1445,"85096032297,85106439530,85090250597,85089627527,85086641119,85114279763,85080839818,85120438682,85117138974,85140316454"
350,444,85095970789
350,1221,85095970789
288,400,85091601308
400,1236,85091601308
1117,1142,"85086699093,85115635912,85097557884,85097043180,85130979082,85144059181,85137873456"
1446,1447,85092030100
982,1446,85092030100
1446,1448,85092030100
1446,1449,85092030100
667,1446,85092030100
982,1447,85092030100
1447,1448,85092030100
1447,1449,85092030100
667,1447,85092030100
982,1448,85092030100
982,1449,85092030100
1448,1449,85092030100
667,1448,85092030100
667,1449,85092030100
1450,1451,85092782708
388,1450,"85092782708,85086916913,85110578680,85067294205"
1450,1452,"85092782708,85086916913,85110578680,85067294205"
388,1451,85092782708
1451,1452,85092782708
388,1452,"85092782708,85086916913,85110578680,85067294205"
215,403,"85089180719,85115936517"
215,273,"85089180719,85115936517,85085639972"
810,1453,"85093955994,85102404683,85109049849,85117530019"
812,1453,"85093955994,85102404683,85109049849,85117530019"
813,1453,"85093955994,85117530019"
762,1453,"85093955994,85102404683,85109049849,85117530019"
16,1454,85093896046
1134,1454,85093896046
14,1454,85093896046
40,1454,85093896046
209,268,85086931735
270,1455,85076507035
297,1455,85076507035
2,1455,85076507035
529,1456,85087724088
293,1456,85087724088
293,622,"85087724088,85101502777,85102052758,85103406237,85140999180,85134316859,85123941405"
622,1456,85087724088
122,268,"85085970337,85102876600"
122,208,"85085970337,85102876600"
39,122,"85085970337,85102876600"
986,1457,85092257349
982,1457,85092257349
667,1457,85092257349
1131,1458,"85089091953,85141711096"
1222,1458,"85089091953,85141711096"
16,1458,85089091953
16,1222,85089091953
902,1459,85092109536
382,1459,85092109536
529,1460,"85089651863,85085618135,85075394227"
207,1460,"85089651863,85085618135,85075394227"
639,1460,"85089651863,85085618135,85075394227"
1115,1132,85086268884
973,1115,85086268884
45,1115,85086268884
156,1115,85086268884
325,1461,"85084796654,85129114990"
546,1461,"85084796654,85129114990"
566,1461,"85084796654,85129114990"
638,1461,"85084796654,85129114990"
241,513,"85083887246,85102109172"
351,373,85084319211
310,351,85084319211
1194,1267,85090478511
335,984,"85086400790,85113156084,85106647789,85103328920,85119168318"
1222,1228,"85091160182,85090250597,85086641119,85120438682,85105675829,85102122060"
1223,1228,85091160182
609,1462,85114764060
857,1462,85114764060
608,1462,85114764060
206,1462,85114764060
276,1463,85092317575
1,1463,"85092317575,85085170024,85106321413"
1149,1464,85090260894
1134,1464,85090260894
16,1464,85090260894
1222,1345,85090044349
278,1345,85090044349
1228,1465,85090250597
1222,1465,85090250597
1222,1444,"85090250597,85086641119,85120438682"
1222,1445,"85090250597,85086641119,85120438682"
1444,1465,85090250597
278,1465,85090250597
1423,1465,85090250597
1445,1465,85090250597
1403,1465,85090250597
769,1466,85090102054
16,769,"85090102054,84871210404,84861519969,85043481296"
16,1466,85090102054
791,987,85092337085
791,1467,85092337085
331,1467,"85092337085,0036301256,0034869492"
332,1467,"85092337085,0034869492"
330,1467,"85092337085,0034869492"
987,1467,85092337085
462,1256,85090654100
1256,1468,85090654100
1162,1468,85090654100
462,1468,85090654100
463,1468,85090654100
1439,1469,85084360137
1029,1469,"85084360137,85088102634,85120177279,85127033493"
463,1469,"85084360137,85088102634,85120177279,85127033493"
1029,1439,"85084360137,85117178856"
1470,1471,85092338412
463,1470,"85092338412,85131172202"
462,1470,"85092338412,85131172202"
463,1471,85092338412
462,1471,85092338412
365,569,85090906288
365,1117,"85090906288,85104261376"
1228,1472,85089627527
1228,1473,85089627527
1228,1474,85089627527
1423,1472,85089627527
1423,1473,85089627527
1423,1474,85089627527
1444,1472,85089627527
1444,1473,85089627527
1444,1474,85089627527
278,1472,85089627527
278,1473,85089627527
278,1474,85089627527
1445,1472,85089627527
1445,1473,85089627527
1445,1474,85089627527
1472,1473,85089627527
1403,1472,85089627527
1472,1474,85089627527
1403,1473,85089627527
1473,1474,85089627527
1403,1474,85089627527
206,1475,"85089490492,85112761208"
206,1476,85089490492
1475,1476,85089490492
116,1477,"85086463981,85123577809"
116,1478,"85086463981,85123577809"
116,1479,85086463981
1477,1478,"85086463981,85123577809"
1477,1479,"85086463981,85133260886"
1478,1479,85086463981
566,1480,"85084347560,85105894754,85128923087,85130782881"
546,1480,"85084347560,85105894754,85130782881"
325,1480,"85084347560,85105894754,85130782881"
638,1480,"85084347560,85105894754,85128923087,85130782881"
209,1481,85088880865
39,1481,85088880865
429,1482,"85088813238,85078661245,85097733949,85123207676"
429,1076,"85088813238,85078661245,85097733949,85123207676"
229,1482,"85088813238,85078661245,85097733949,85123207676"
229,1076,"85088813238,85078661245,85097733949,85123207676"
230,1482,"85088813238,85078661245,85097733949,85123207676"
230,1076,"85088813238,85078661245,85097733949,85123207676"
1076,1482,"85088813238,85078661245,85097733949,85123207676"
232,1482,"85088813238,85078661245,85097733949,85123207676"
92,1304,85088351774
40,92,85088351774
1028,1469,85088102634
14,1404,"85086652865,85059959531"
70,1404,"85086652865,85059959531"
268,1483,85087692774
208,1483,"85087692774,85092676893"
39,1483,"85087692774,85107329457,85111034853,85092676893,85095715137,85133945370,85122610676"
208,1484,85085501885
236,1484,85085501885
215,1484,85085501885
7,779,"85088314287,85104766219,85079348822,85098857892,85098855957,85100929392,85100944900,85100949768,85124723401"
41,779,"85088314287,85104766219,85079348822,85098857892,85098855957,85100929392,85100944900,85100949768,85124723401"
41,1485,85088560059
981,1283,"85085741301,85103630904"
1118,1118,85085741301
1486,1487,"85087630982,85079501114,85099644602"
1305,1486,"85087630982,85079501114,85116516396,85099644602"
499,1486,"85087630982,85079501114"
1486,1488,85087630982
500,1486,"85087630982,85079501114,85116516396,85099644602"
838,1486,"85087630982,85079501114,85116516396,85099644602"
1307,1486,"85087630982,85079501114,85116516396"
1486,1489,"85087630982,85079501114,85116516396"
1305,1487,"85087630982,85079501114,85099644602"
499,1487,"85087630982,85079501114"
1487,1488,85087630982
500,1487,"85087630982,85079501114,85099644602"
838,1487,"85087630982,85079501114,85099644602"
1307,1487,"85087630982,85079501114"
1487,1489,"85087630982,85079501114"
499,1305,"85087630982,85079501114,85131676442"
1305,1488,85087630982
1305,1489,"85087630982,85079501114,85118933559,85116516396"
499,1488,85087630982
499,838,"85087630982,85079501114,85131676442"
499,1307,"85087630982,85079501114"
499,1489,"85087630982,85079501114,85105436105"
500,1488,85087630982
838,1488,85087630982
1307,1488,85087630982
1488,1489,85087630982
500,1489,"85087630982,85079501114,85118933559,85116516396,85105436105"
838,1489,"85087630982,85079501114,85118933559,85116516396"
1307,1489,"85087630982,85079501114,85116516396"
1142,1277,"85084437822,85107900819,85071426755"
1277,1490,85084437822
1142,1490,85084437822
568,1490,85084437822
1228,1491,85086641119
1222,1491,"85086641119,85129198509"
1444,1491,85086641119
1403,1491,85086641119
1423,1491,85086641119
1445,1491,85086641119
278,1491,"85086641119,85129198509"
1110,1298,85083336296
745,1298,"85083336296,85102727766"
1019,1110,85083336296
745,1019,"85083336296,85102727766,12144274698,1542579337"
1110,1240,85083336296
150,1110,85083336296
1110,1299,85083336296
745,1240,85083336296
989,1240,85083336296
990,1240,85083336296
150,745,"85083336296,85102727766"
745,1299,"85083336296,85102727766,0142104295,0033250413"
1281,1304,85053262524
1450,1492,"85086916913,85110578680,85067294205"
1492,1493,"85086916913,85067294205"
1492,1494,"85086916913,85067294205"
388,1492,"85086916913,85110578680,85067294205"
1452,1492,"85086916913,85110578680,85067294205"
1450,1493,"85086916913,85067294205"
1450,1494,"85086916913,85067294205"
1493,1494,"85086916913,85067294205"
388,1493,"85086916913,85067294205"
1452,1493,"85086916913,85067294205"
388,1494,"85086916913,85067294205"
1452,1494,"85086916913,85067294205"
282,1139,"85083078955,85115203775,85123360466"
224,1139,"85083078955,85111891538"
282,1121,"85083078955,85115203775,85123360466"
282,1047,85083078955
282,1045,"85083078955,85115203775,85123360466,85142691080"
224,1121,85083078955
224,1047,85083078955
224,1045,"85083078955,85111891538"
1137,1495,85077360981
1495,1496,85077360981
26,1495,85077360981
1137,1496,85077360981
26,1496,85077360981
1002,1497,85077027036
655,1497,85077027036
1369,1497,85077027036
1498,1499,"85080979453,85084160407"
1498,1500,"85080979453,85084160407"
528,1498,"85080979453,85084160407"
1499,1500,"85080979453,85084160407"
528,1499,"85080979453,85084160407"
528,1500,"85080979453,85084160407"
81,82,85082694078
82,1286,85082694078
41,1275,85084553660
116,847,85079285042
116,585,85079285042
529,1501,85083871987
293,1501,85083871987
639,1501,85083871987
1501,1502,85083871987
529,1502,"85083871987,85137857831"
293,1502,85083871987
639,1502,85083871987
1302,1503,"85083919565,85118243531"
745,1503,"85083919565,85118243531"
990,1503,85083919565
1026,1503,85083919565
1110,1503,85083919565
989,1503,"85083919565,85118243531"
70,1504,85081999764
70,1398,85081999764
1398,1504,85081999764
1314,1504,85081999764
1314,1398,85081999764
278,1505,"85114279763,85080839818"
1423,1505,"85114279763,85080839818"
1444,1505,"85114279763,85080839818"
1403,1505,"85114279763,85080839818"
1445,1505,"85114279763,85080839818"
1228,1505,"85114279763,85080839818"
1130,1506,85081946032
626,1506,85081946032
1506,1507,85081946032
1506,1508,85081946032
1130,1507,85081946032
1130,1508,85081946032
626,1507,85081946032
626,1508,85081946032
1507,1508,85081946032
468,1160,"85082853816,85098634331"
533,1509,"85082701119,85121657510,85101271163"
1005,1509,"85082701119,85121657510,85101271163"
1101,1509,"85082701119,85121657510,85101271163"
791,1510,"85080073147,85078430540"
330,1510,"85080073147,85078430540,85105783042"
331,1510,"85080073147,85078430540,85105783042"
329,1510,"85080073147,85078430540"
332,1510,"85080073147,85078430540,85105783042"
1029,1391,85080083191
1029,1246,"85080083191,67651119912,49549116416"
595,1511,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
595,1512,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
595,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
596,1511,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
596,1512,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
596,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1062,1511,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1062,1512,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1062,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1511,1512,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1511,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
597,1511,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
1512,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
597,1512,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
597,1513,"85081209840,85111747365,85112186965,85124504179,85137008928,85121633398"
116,1514,85075627275
609,1515,"85072671546,85144768560"
915,1515,85072671546
608,1515,85072671546
206,1515,85072671546
1002,1516,85070560501
655,1516,85070560501
1038,1516,85070560501
1169,1358,85077619482
499,1517,85079501114
499,1306,85079501114
1486,1517,85079501114
1487,1517,85079501114
1305,1517,85079501114
1306,1517,85079501114
500,1517,85079501114
1307,1517,85079501114
1489,1517,85079501114
838,1517,85079501114
1306,1486,85079501114
1306,1487,85079501114
1306,1489,85079501114
1102,1518,85074541192
608,1518,85074541192
1254,1365,"85102045843,85105868506"
495,1254,85102045843
70,1519,"85092604114,85101203312,85079853963"
817,1519,"85092604114,85101203312,85079853963"
818,1519,"85092604114,85101203312,85079853963"
70,817,"85092604114,85101203312,85079853963"
70,818,"85092604114,85101203312,85079853963"
336,1520,85089166394
336,1521,85089166394
166,1520,85089166394
166,1521,85089166394
1156,1520,85089166394
1520,1521,85089166394
388,1520,85089166394
1156,1521,85089166394
388,1521,85089166394
495,1522,"85087971198,85121027849"
1089,1522,"85087971198,85121027849"
1365,1522,85087971198
1033,1296,85088499251
1124,1296,85088499251
206,876,85087109464
167,1299,"85079066345,84879162394"
122,1523,85081664356
1523,1524,85081664356
122,1524,85081664356
16,1525,85062152113
1304,1525,85062152113
40,1525,85062152113
166,1526,"85077660051,85111363372,85108191443"
166,1527,"85077660051,85111363372,85102569529"
1526,1527,"85077660051,85111363372"
1156,1526,"85077660051,85111363372,85108191443"
388,1526,"85077660051,85111363372,85108191443"
1156,1527,"85077660051,85111363372,85102569529"
388,1527,"85077660051,85111363372,85102569529"
1026,1109,85078286510
1109,1335,85078286510
444,1528,"85077798029,85103296141,85105692758,85124833173,85073351798,85140836255"
1352,1528,"85077798029,85103296141,85105692758,85124833173,85073351798,85140836255"
444,1352,"85077798029,85119259283,85103296141,85105692758,85133892676,85124833173,85073352489,85073351798,85140836255"
1134,1404,85059959531
1134,1393,85059959531
70,1393,85059959531
1393,1404,85059959531
26,1404,85059959531
16,1404,85059959531
26,1393,85059959531
215,241,"85069601288,85109424241"
1375,1529,85121986196
156,1529,85121986196
1383,1469,85120177279
1029,1383,85120177279
1090,1530,85121761579
1010,1530,85121761579
14,1530,85121761579
40,1530,"85121761579,85131094634,85129226613"
1010,1090,85121761579
14,1090,85121761579
40,1090,85121761579
14,1010,85121761579
40,1010,85121761579
269,1531,85120337378
250,1531,85120337378
1380,1532,85120637029
1532,1533,85120637029
40,1532,85120637029
1532,1534,85120637029
1380,1533,85120637029
1380,1534,85120637029
40,1533,85120637029
1533,1534,85120637029
40,1534,85120637029
273,1535,"85120633120,85092671910"
622,1535,"85120633120,85092671910"
529,1535,"85120633120,85111276931,85092671910"
639,1535,"85120633120,85092671910"
273,622,"85120633120,85101502777,85102052758,85092671910,85123941405"
273,529,"85120633120,85101502777,85102052758,85092671910,85144859897,85123941405,85142161252"
273,639,"85120633120,85115936517,85101502777,85102052758,85092671910,85144859897,85123941405,85142161252"
622,639,"85120633120,85101502777,85102052758,85103406237,85092671910,85134316859,85123941405"
1403,1536,85120438682
1222,1536,"85120438682,85129198509"
1445,1536,85120438682
1228,1536,85120438682
1444,1536,85120438682
1423,1536,85120438682
278,1536,"85120438682,85129198509"
1443,1537,"85118894539,85107455510,85133064266"
1207,1537,"85118894539,85107455510,85133064266"
545,1537,"85118894539,85107455510,85133064266"
232,1538,85121699412
429,984,"85121699412,85106647789,85131463606,85123986408"
429,1538,85121699412
383,429,"85121699412,85106647789,85131463606"
984,1538,85121699412
383,1538,85121699412
230,1538,85121699412
224,1406,85121519163
251,1406,85121519163
299,1440,85117564045
215,299,85117564045
210,299,85117564045
1062,1539,85099804635
1062,1540,85099804635
595,1539,85099804635
595,1540,85099804635
278,1539,85099804635
278,1540,85099804635
1539,1540,85099804635
597,1539,85099804635
596,1539,85099804635
597,1540,85099804635
596,1540,85099804635
16,1380,"85081644055,85126350615"
531,1541,85119096859
1005,1541,85119096859
533,1541,85119096859
1101,1541,85119096859
414,1542,"85117938294,85117285332,85121135778"
236,1542,"85117938294,85117285332,85121135778"
1225,1543,85107031195
1226,1543,85107031195
463,1543,85107031195
1163,1543,85107031195
1544,1545,"85118771091,85114224003,85122682404"
1085,1544,"85118771091,85114224003,85122682404"
244,1544,"85118771091,85114224003,85122682404"
1085,1545,"85118771091,85114224003,85122682404"
244,1545,"85118771091,85114224003,85122682404"
1546,1547,"85114149566,85129725268"
208,1546,"85114149566,85109424241,85096986919,85141863955,85129725268,85121436185,85123681126"
215,1546,"85114149566,85109424241,85096986919,85141863955,85129725268,85121436185,85123681126"
210,1546,"85114149566,85109424241,85096986919,85141863955,85129725268,85121436185,85123681126"
208,1547,"85114149566,85129725268"
215,1547,"85114149566,85129725268"
210,1547,"85114149566,85129725268"
398,1548,"85110356305,85102355219,85099414515,85095414303,85128432625"
1548,1549,"85110356305,85128432625"
167,1548,"85110356305,85102355219,85099414515,85095414303,85128432625"
150,1548,"85110356305,85102355219,85099414515,85095414303,85128432625"
398,1549,"85110356305,85135941692,85129774700,85128432625,85128190142,85128753738"
167,398,"85110356305,85102355219,85099414515,85095414303,85135941692,85129774700,85130111343,85128432625,85128190142,85128753738"
150,398,"85110356305,85110769125,85102355219,85099414515,85095414303,85135941692,85129774700,85130111343,85128432625,85128190142,85128753738"
167,1549,"85110356305,85135941692,85129774700,85128432625,85128190142,85128753738"
150,1549,"85110356305,85135941692,85129774700,85128432625,85128190142,85128753738"
250,270,85115936517
250,273,85115936517
39,250,85115936517
250,639,85115936517
250,403,85115936517
270,273,85115936517
215,270,85115936517
236,270,85115936517
270,639,85115936517
270,403,85115936517
273,359,85115936517
215,359,85115936517
39,359,"85115936517,57949089336"
236,359,85115936517
359,639,85115936517
359,403,85115936517
215,639,85115936517
39,236,85115936517
39,639,85115936517
236,639,85115936517
236,403,85115936517
1002,1550,85107639544
655,1550,85107639544
215,1542,85117285332
1542,1551,85117285332
414,1551,85117285332
215,1551,85117285332
236,1551,85117285332
566,1552,"85114089757,85092798544,85123834468"
546,1552,"85114089757,85092798544,85123834468"
243,1552,"85114089757,85123834468"
1552,1553,"85114089757,85092798544,85123834468"
638,1552,"85114089757,85092798544,85123834468"
243,566,"85114089757,85123834468"
566,1553,"85114089757,85092798544,85123834468"
243,546,"85114089757,85123834468"
546,1553,"85114089757,85092798544,85123834468"
243,1553,"85114089757,85123834468"
243,638,"85114089757,85123834468"
638,1553,"85114089757,85092798544,85123834468"
302,1554,85111828504
258,1554,85111828504
264,1268,85111828504
1268,1554,85111828504
263,1268,85111828504
264,1554,85111828504
263,1554,"85111828504,33748682513,32044465550"
1555,1556,85116050100
982,1555,85116050100
1321,1555,85116050100
667,1555,85116050100
982,1556,85116050100
1321,1556,85116050100
667,1556,85116050100
1557,1558,85111891538
1557,1559,85111891538
1139,1557,85111891538
1045,1557,85111891538
224,1557,85111891538
1557,1560,85111891538
1070,1557,85111891538
1558,1559,85111891538
1139,1558,85111891538
1045,1558,85111891538
224,1558,85111891538
1558,1560,85111891538
1070,1558,85111891538
1139,1559,85111891538
1045,1559,85111891538
224,1559,85111891538
1559,1560,85111891538
1070,1559,85111891538
1139,1560,85111891538
1070,1139,85111891538
1045,1560,85111891538
1045,1070,85111891538
224,1560,85111891538
224,1070,85111891538
1070,1560,85111891538
1042,1561,85116534004
1043,1561,85116534004
1041,1561,85116534004
253,1561,85116534004
171,1561,85116534004
255,1561,85116534004
1044,1561,85116534004
987,1510,85105783042
793,1510,85105783042
569,1142,"85115635912,85097557884,85097043180,85144059181"
1,1562,85114889855
250,1562,85114889855
1,250,85114889855
1377,1563,85101722221
849,1563,"85101722221,85097935206,85057409394,85091561948,85092070747"
67,1563,"85101722221,85097935206,85134560889,85057409394,85091561948,85092070747"
1350,1564,85104057859
463,1564,85104057859
1258,1564,85104057859
1258,1350,85104057859
410,1483,"85107329457,85122610676"
209,1483,"85107329457,85111034853,85092676893,85095715137,85133945370,85122610676"
209,410,"85107329457,85122610676"
1142,1565,85109436047
568,1565,85109436047
335,429,85106647789
1511,1566,"85111747365,85112186965,85121633398"
1511,1567,85111747365
1513,1566,"85111747365,85112186965,85121633398"
1513,1567,85111747365
1566,1567,85111747365
1062,1566,"85111747365,85112186965,85121633398"
1512,1566,"85111747365,85112186965,85121633398"
596,1566,"85111747365,85112186965,85121633398"
597,1566,"85111747365,85112186965,85121633398"
595,1566,"85111747365,85112186965,85122081285,85121633398"
1062,1567,85111747365
1512,1567,85111747365
596,1567,85111747365
597,1567,85111747365
595,1567,85111747365
382,1568,85113203177
902,1568,85113203177
22,865,85113363004
25,865,85113363004
455,1569,"85112095315,85125477465,85118363329,85122798866,85142358584"
1569,1570,"85112095315,85118363329"
1569,1571,"85112095315,85125477465,85118363329,85122798866,85142358584"
950,1569,"85112095315,85125477465,85118363329,85122798866,85142358584"
1285,1569,"85112095315,85125477465,85118363329,85122798866,85142358584"
455,1570,"85112095315,85105106390,85138946580,85118363329"
455,1571,"85112095315,85105106390,85138946580,85125477465,85118363329,85122798866,85142358584"
455,950,"85112095315,85105106390,85138946580,85125477465,85118363329,85122798866,85142358584"
